AÑO,DEPARTAMENTO,FECHA_ACC,DIA_SEMANA_ACC,CONDIC_METEOR,ESTADO_SUPER,TERRENO,GEOMETRIA_ACC,N_HERIDOS,N_MUERTOS,N_VICTIMAS,CLASE_ACCIDENTE,CAUSA_POSIBLE
2023,Antioquia,2023-04-21,Viernes,Nublado,Seca,Plano,Recta,1,0,1,Volcamiento,No mantener distancia
2023,Santander,2023-05-12,Martes,Soleado,Seca,Montañoso,Curva,0,1,1,Atropello,Inexperiencia
2023,Santander,2023-12-03,Lunes,Nublado,Húmeda,Plano,Curva,1,0,1,Volcamiento,Inexperiencia
2023,Antioquia,2023-02-02,Jueves,Nublado,Seca,Plano,Recta,1,0,1,Colisión,Inexperiencia
2023,Boyacá,2023-02-21,Viernes,Soleado,Húmeda,Plano,Recta,2,0,2,Colisión,Inexperiencia
2023,Santander,2023-05-27,Domingo,Nublado,Húmeda,Montañoso,Recta,0,0,0,Atropello,No mantener distancia
2023,Santander,2023-05-18,Viernes,Nublado,Húmeda,Montañoso,Recta,3,0,3,Colisión,No mantener distancia
2023,Córdoba,2023-04-01,Lunes,Soleado,Húmeda,Montañoso,Recta,0,0,0,Colisión,No mantener distancia
2023,Cundinamarca,2023-05-01,Lunes,Nublado,Seca,Montañoso,Recta,3,0,3,Volcamiento,Inexperiencia
2023,Santander,2023-11-19,Domingo,Soleado,Húmeda,Montañoso,Curva,3,0,3,Volcamiento,Exceso de velocidad
2023,Boyacá,2023-03-08,Domingo,Lluvia,Húmeda,Montañoso,Recta,0,0,0,Atropello,Exceso de velocidad
2023,Santander,2023-09-17,Jueves,Soleado,Seca,Plano,Recta,1,0,1,Colisión,No mantener distancia
2023,Antioquia,2023-01-04,Sábado,Nublado,Seca,Montañoso,Curva,0,0,0,Atropello,Exceso de velocidad
2023,Boyacá,2023-10-04,Lunes,Soleado,Húmeda,Plano,Recta,0,1,1,Volcamiento,Inexperiencia
2023,Santander,2023-03-27,Viernes,Nublado,Húmeda,Plano,Curva,0,0,0,Atropello,Exceso de velocidad
2023,Santander,2023-08-25,Viernes,Nublado,Húmeda,Plano,Recta,0,0,0,Atropello,Inexperiencia
2023,Santander,2023-05-15,Martes,Nublado,Húmeda,Montañoso,Recta,0,0,0,Volcamiento,Exceso de velocidad
2023,Boyacá,2023-02-14,Martes,Nublado,Húmeda,Plano,Curva,1,0,1,Colisión,Exceso de velocidad
2023,Antioquia,2023-06-15,Domingo,Soleado,Húmeda,Montañoso,Recta,1,1,2,Colisión,Inexperiencia
2023,Santander,2023-10-20,Domingo,Lluvia,Seca,Plano,Recta,1,0,1,Colisión,No mantener distancia
2023,Antioquia,2023-09-02,Sábado,Soleado,Seca,Plano,Recta,0,0,0,Atropello,No mantener distancia
2023,Boyacá,2023-05-26,Jueves,Nublado,Seca,Montañoso,Recta,1,1,2,Colisión,No mantener distancia
2023,Antioquia,2023-02-17,Jueves,Lluvia,Seca,Plano,Recta,0,0,0,Atropello,No mantener distancia
2023,Antioquia,2023-01-20,Jueves,Soleado,Húmeda,Plano,Recta,1,0,1,Colisión,Inexperiencia
2023,Antioquia,2023-01-21,Jueves,Soleado,Seca,Plano,Recta,1,0,1,Atropello,Exceso de velocidad
2023,Santander,2023-12-10,Domingo,Nublado,Seca,Montañoso,Recta,1,0,1,Volcamiento,No mantener distancia
2023,Santander,2023-11-28,Viernes,Lluvia,Húmeda,Plano,Recta,0,0,0,Atropello,Inexperiencia
2023,Boyacá,2023-06-23,Viernes,Soleado,Húmeda,Plano,Recta,0,0,0,Colisión,Exceso de velocidad
2023,Boyacá,2023-03-25,Lunes,Nublado,Seca,Plano,Curva,0,0,0,Volcamiento,No mantener distancia
2023,Boyacá,2023-10-22,Jueves,Nublado,Seca,Montañoso,Curva,1,0,1,Atropello,No mantener distancia
2023,Cundinamarca,2023-08-21,Sábado,Lluvia,Húmeda,Montañoso,Curva,0,0,0,Volcamiento,Inexperiencia
2023,Cundinamarca,2023-06-05,Martes,Soleado,Húmeda,Montañoso,Recta,0,0,0,Atropello,Inexperiencia
2023,Antioquia,2023-04-27,Viernes,Nublado,Húmeda,Plano,Recta,0,0,0,Colisión,Exceso de velocidad
2023,Boyacá,2023-09-04,Miércoles,Nublado,Seca,Plano,Recta,0,1,1,Colisión,No mantener distancia
2023,Antioquia,2023-12-23,Domingo,Nublado,Húmeda,Plano,Curva,0,1,1,Atropello,No mantener distancia
2023,Antioquia,2023-07-28,Jueves,Nublado,Seca,Montañoso,Curva,2,0,2,Volcamiento,Inexperiencia
2023,Boyacá,2023-06-25,Jueves,Lluvia,Húmeda,Montañoso,Curva,0,0,0,Atropello,No mantener distancia
2023,Antioquia,2023-10-02,Jueves,Soleado,Seca,Montañoso,Curva,1,0,1,Volcamiento,No mantener distancia
2023,Antioquia,2023-11-09,Domingo,Nublado,Seca,Plano,Recta,0,0,0,Volcamiento,Inexperiencia
2023,Santander,2023-12-11,Sábado,Nublado,Húmeda,Plano,Recta,1,0,1,Atropello,No mantener distancia
2023,Antioquia,2023-12-15,Viernes,Nublado,Húmeda,Plano,Curva,0,0,0,Atropello,Exceso de velocidad
2023,Boyacá,2023-05-07,Miércoles,Nublado,Húmeda,Montañoso,Recta,0,0,0,Atropello,No mantener distancia
2023,Boyacá,2023-05-15,Martes,Nublado,Seca,Plano,Recta,1,0,1,Colisión,Exceso de velocidad
2023,Córdoba,2023-06-22,Martes,Lluvia,Seca,Montañoso,Recta,0,0,0,Colisión,Exceso de velocidad
2023,Córdoba,2023-12-03,Martes,Lluvia,Seca,Montañoso,Recta,0,0,0,Atropello,Inexperiencia
2023,Córdoba,2023-09-03,Domingo,Lluvia,Húmeda,Plano,Curva,1,0,1,Colisión,Inexperiencia
2023,Boyacá,2023-08-02,Miércoles,Soleado,Húmeda,Montañoso,Curva,1,0,1,Colisión,Exceso de velocidad
2023,Córdoba,2023-05-10,Domingo,Nublado,Húmeda,Montañoso,Curva,0,0,0,Colisión,Exceso de velocidad
2023,Santander,2023-02-28,Martes,Soleado,Húmeda,Plano,Recta,0,0,0,Volcamiento,No mantener distancia
2023,Córdoba,2023-05-10,Lunes,Lluvia,Seca,Plano,Curva,2,0,2,Atropello,Exceso de velocidad
2023,Córdoba,2023-04-22,Miércoles,Lluvia,Seca,Plano,Curva,1,1,2,Volcamiento,Inexperiencia
2023,Santander,2023-03-21,Sábado,Lluvia,Húmeda,Plano,Curva,0,0,0,Atropello,Exceso de velocidad
2023,Córdoba,2023-11-28,Martes,Soleado,Seca,Plano,Curva,0,0,0,Volcamiento,Exceso de velocidad
2023,Santander,2023-05-01,Miércoles,Soleado,Seca,Plano,Recta,0,0,0,Volcamiento,No mantener distancia
2023,Santander,2023-07-07,Domingo,Nublado,Húmeda,Montañoso,Recta,0,0,0,Atropello,Inexperiencia
2023,Boyacá,2023-06-18,Martes,Lluvia,Húmeda,Montañoso,Curva,0,0,0,Colisión,No mantener distancia
2023,Santander,2023-04-25,Sábado,Lluvia,Húmeda,Plano,Curva,1,1,2,Volcamiento,Inexperiencia
2023,Santander,2023-12-19,Martes,Nublado,Seca,Montañoso,Curva,0,0,0,Volcamiento,Exceso de velocidad
2023,Córdoba,2023-05-26,Viernes,Soleado,Seca,Montañoso,Curva,1,0,1,Atropello,No mantener distancia
2023,Antioquia,2023-10-06,Lunes,Lluvia,Seca,Montañoso,Recta,3,1,4,Atropello,No mantener distancia
2023,Santander,2023-05-28,Viernes,Soleado,Seca,Montañoso,Curva,3,0,3,Volcamiento,Inexperiencia
2023,Córdoba,2023-03-24,Lunes,Lluvia,Seca,Plano,Recta,0,0,0,Volcamiento,No mantener distancia
2023,Antioquia,2023-06-18,Lunes,Lluvia,Húmeda,Montañoso,Curva,0,0,0,Colisión,No mantener distancia
2023,Antioquia,2023-09-12,Viernes,Soleado,Seca,Plano,Curva,0,0,0,Volcamiento,Exceso de velocidad
2023,Santander,2023-01-02,Jueves,Lluvia,Seca,Plano,Recta,2,0,2,Volcamiento,No mantener distancia
2023,Antioquia,2023-03-08,Domingo,Soleado,Seca,Montañoso,Curva,1,0,1,Volcamiento,Exceso de velocidad
2023,Cundinamarca,2023-07-23,Jueves,Soleado,Húmeda,Montañoso,Curva,0,0,0,Colisión,No mantener distancia
2023,Antioquia,2023-10-18,Domingo,Lluvia,Seca,Plano,Recta,1,1,2,Atropello,Inexperiencia
2023,Antioquia,2023-07-24,Lunes,Nublado,Húmeda,Montañoso,Recta,0,1,1,Volcamiento,Inexperiencia
2023,Cundinamarca,2023-04-10,Sábado,Soleado,Húmeda,Plano,Recta,0,0,0,Volcamiento,No mantener distancia
2023,Santander,2023-10-10,Miércoles,Lluvia,Seca,Montañoso,Curva,1,0,1,Atropello,Exceso de velocidad
2023,Córdoba,2023-06-12,Martes,Nublado,Húmeda,Plano,Curva,0,0,0,Volcamiento,Exceso de velocidad
2023,Boyacá,2023-07-22,Sábado,Lluvia,Húmeda,Montañoso,Recta,0,0,0,Colisión,Exceso de velocidad
2023,Santander,2023-07-15,Martes,Soleado,Húmeda,Montañoso,Curva,0,0,0,Volcamiento,Inexperiencia
2023,Boyacá,2023-05-23,Lunes,Nublado,Húmeda,Plano,Recta,0,0,0,Colisión,Inexperiencia
2023,Boyacá,2023-07-19,Domingo,Soleado,Seca,Plano,Curva,3,0,3,Atropello,No mantener distancia
2023,Antioquia,2023-12-09,Martes,Nublado,Seca,Montañoso,Curva,0,0,0,Atropello,Inexperiencia
2023,Cundinamarca,2023-02-19,Sábado,Lluvia,Seca,Plano,Recta,1,0,1,Atropello,No mantener distancia
2023,Cundinamarca,2023-02-24,Lunes,Soleado,Seca,Montañoso,Curva,1,0,1,Colisión,No mantener distancia
2023,Antioquia,2023-10-20,Miércoles,Lluvia,Seca,Montañoso,Recta,0,0,0,Colisión,Inexperiencia
2023,Boyacá,2023-08-24,Lunes,Soleado,Seca,Plano,Recta,1,0,1,Atropello,No mantener distancia
2023,Antioquia,2023-10-12,Lunes,Nublado,Húmeda,Montañoso,Recta,1,0,1,Volcamiento,No mantener distancia
2023,Antioquia,2023-03-23,Lunes,Nublado,Húmeda,Plano,Recta,0,0,0,Volcamiento,No mantener distancia
2023,Córdoba,2023-11-07,Viernes,Nublado,Seca,Plano,Recta,0,0,0,Colisión,Inexperiencia
2023,Córdoba,2023-02-16,Lunes,Soleado,Húmeda,Montañoso,Curva,1,0,1,Colisión,Inexperiencia
2023,Antioquia,2023-10-05,Jueves,Soleado,Seca,Plano,Recta,2,0,2,Volcamiento,No mantener distancia
2023,Cundinamarca,2023-12-08,Martes,Lluvia,Húmeda,Montañoso,Recta,0,0,0,Colisión,No mantener distancia
2023,Antioquia,2023-10-28,Lunes,Nublado,Húmeda,Montañoso,Curva,0,0,0,Atropello,Exceso de velocidad
2023,Cundinamarca,2023-02-27,Jueves,Lluvia,Seca,Montañoso,Recta,0,0,0,Atropello,Inexperiencia
2023,Santander,2023-11-24,Domingo,Lluvia,Seca,Plano,Curva,0,0,0,Atropello,Inexperiencia
2023,Cundinamarca,2023-12-20,Domingo,Soleado,Húmeda,Montañoso,Curva,0,0,0,Atropello,Exceso de velocidad
2023,Cundinamarca,2023-01-09,Miércoles,Nublado,Húmeda,Plano,Recta,0,0,0,Volcamiento,Exceso de velocidad
2023,Boyacá,2023-04-20,Miércoles,Lluvia,Seca,Plano,Curva,1,0,1,Volcamiento,Exceso de velocidad
2023,Boyacá,2023-06-24,Domingo,Lluvia,Seca,Plano,Curva,0,0,0,Atropello,Inexperiencia
2023,Cundinamarca,2023-05-02,Sábado,Nublado,Húmeda,Montañoso,Curva,1,0,1,Atropello,Exceso de velocidad
2023,Santander,2023-09-27,Viernes,Nublado,Seca,Montañoso,Recta,1,0,1,Atropello,No mantener distancia
2023,Santander,2023-03-27,Viernes,Nublado,Seca,Plano,Recta,0,0,0,Atropello,Exceso de velocidad
2023,Antioquia,2023-04-05,Lunes,Soleado,Húmeda,Montañoso,Recta,0,0,0,Colisión,No mantener distancia
2023,Santander,2023-04-20,Viernes,Nublado,Seca,Montañoso,Recta,1,0,1,Colisión,No mantener distancia
2023,Santander,2023-05-25,Viernes,Nublado,Húmeda,Montañoso,Recta,0,0,0,Atropello,No mantener distancia
2023,Cundinamarca,2023-10-22,Martes,Nublado,Seca,Montañoso,Curva,1,0,1,Colisión,Inexperiencia
2023,Santander,2023-01-03,Miércoles,Lluvia,Húmeda,Plano,Recta,0,1,1,Volcamiento,Exceso de velocidad
2023,Antioquia,2023-11-17,Miércoles,Nublado,Seca,Montañoso,Curva,0,0,0,Atropello,Exceso de velocidad
2023,Santander,2023-03-05,Lunes,Nublado,Húmeda,Plano,Recta,1,0,1,Volcamiento,Inexperiencia
2023,Santander,2023-11-08,Miércoles,Lluvia,Seca,Montañoso,Curva,0,0,0,Colisión,Inexperiencia
2023,Cundinamarca,2023-01-24,Miércoles,Nublado,Húmeda,Plano,Recta,0,0,0,Atropello,No mantener distancia
2023,Antioquia,2023-01-20,Sábado,Lluvia,Húmeda,Montañoso,Curva,0,0,0,Volcamiento,No mantener distancia
2023,Cundinamarca,2023-10-17,Viernes,Lluvia,Seca,Plano,Curva,0,0,0,Volcamiento,Exceso de velocidad
2023,Antioquia,2023-04-24,Miércoles,Lluvia,Húmeda,Plano,Curva,0,1,1,Colisión,No mantener distancia
2023,Córdoba,2023-08-10,Miércoles,Soleado,Húmeda,Plano,Curva,1,0,1,Colisión,Inexperiencia
2023,Santander,2023-09-09,Martes,Lluvia,Húmeda,Plano,Recta,0,0,0,Colisión,Inexperiencia
2023,Santander,2023-08-18,Martes,Soleado,Húmeda,Plano,Recta,1,0,1,Colisión,No mantener distancia
2023,Cundinamarca,2023-02-03,Jueves,Nublado,Seca,Montañoso,Curva,0,0,0,Atropello,Inexperiencia
2023,Santander,2023-11-22,Jueves,Lluvia,Seca,Montañoso,Curva,0,0,0,Atropello,No mantener distancia
2023,Boyacá,2023-06-25,Viernes,Lluvia,Húmeda,Plano,Curva,0,0,0,Colisión,No mantener distancia
2023,Boyacá,2023-03-16,Domingo,Nublado,Seca,Montañoso,Recta,0,1,1,Atropello,Exceso de velocidad
2023,Córdoba,2023-12-12,Miércoles,Lluvia,Húmeda,Plano,Recta,1,0,1,Atropello,Exceso de velocidad
2023,Santander,2023-04-08,Martes,Nublado,Seca,Montañoso,Recta,0,0,0,Volcamiento,Exceso de velocidad
2023,Boyacá,2023-03-11,Martes,Nublado,Húmeda,Montañoso,Curva,1,0,1,Atropello,Exceso de velocidad
2023,Santander,2023-10-22,Lunes,Nublado,Seca,Montañoso,Curva,0,0,0,Colisión,No mantener distancia
2023,Antioquia,2023-05-04,Jueves,Soleado,Seca,Montañoso,Curva,1,0,1,Volcamiento,Exceso de velocidad
2023,Córdoba,2023-08-03,Domingo,Nublado,Húmeda,Montañoso,Curva,1,0,1,Colisión,Inexperiencia
2023,Santander,2023-11-27,Domingo,Lluvia,Húmeda,Montañoso,Curva,0,0,0,Volcamiento,Exceso de velocidad
2023,Cundinamarca,2023-01-15,Domingo,Soleado,Seca,Montañoso,Recta,2,0,2,Volcamiento,Exceso de velocidad
2023,Santander,2023-08-02,Lunes,Soleado,Húmeda,Montañoso,Curva,0,0,0,Atropello,No mantener distancia
2023,Antioquia,2023-02-11,Domingo,Soleado,Seca,Montañoso,Curva,1,0,1,Volcamiento,Exceso de velocidad
2023,Boyacá,2023-05-23,Domingo,Soleado,Húmeda,Plano,Recta,1,0,1,Colisión,No mantener distancia
2023,Antioquia,2023-03-14,Miércoles,Nublado,Húmeda,Plano,Recta,0,0,0,Colisión,Exceso de velocidad
2023,Santander,2023-07-01,Viernes,Nublado,Húmeda,Montañoso,Curva,0,0,0,Atropello,Exceso de velocidad
2023,Antioquia,2023-01-08,Lunes,Soleado,Húmeda,Montañoso,Recta,2,0,2,Volcamiento,Inexperiencia
2023,Santander,2023-08-13,Martes,Nublado,Seca,Plano,Curva,0,1,1,Atropello,No mantener distancia
2023,Cundinamarca,2023-01-06,Miércoles,Lluvia,Húmeda,Plano,Curva,0,0,0,Colisión,Inexperiencia
2023,Cundinamarca,2023-10-22,Martes,Lluvia,Húmeda,Montañoso,Recta,0,0,0,Volcamiento,No mantener distancia
2023,Cundinamarca,2023-04-03,Jueves,Nublado,Húmeda,Plano,Curva,0,0,0,Volcamiento,No mantener distancia
2023,Córdoba,2023-09-04,Domingo,Nublado,Húmeda,Plano,Curva,1,0,1,Volcamiento,No mantener distancia
2023,Córdoba,2023-07-28,Lunes,Nublado,Seca,Montañoso,Recta,0,0,0,Atropello,Exceso de velocidad
2023,Córdoba,2023-01-23,Martes,Lluvia,Seca,Plano,Curva,0,0,0,Colisión,No mantener distancia
2023,Córdoba,2023-05-03,Domingo,Nublado,Seca,Plano,Curva,1,0,1,Atropello,Inexperiencia
2023,Santander,2023-01-20,Jueves,Soleado,Seca,Plano,Recta,0,0,0,Volcamiento,No mantener distancia
2023,Cundinamarca,2023-09-02,Lunes,Lluvia,Seca,Plano,Curva,0,1,1,Atropello,No mantener distancia
2023,Córdoba,2023-01-10,Martes,Nublado,Húmeda,Plano,Recta,0,0,0,Volcamiento,No mantener distancia
2023,Cundinamarca,2023-03-15,Jueves,Lluvia,Seca,Montañoso,Curva,0,0,0,Colisión,Inexperiencia
2023,Santander,2023-09-24,Martes,Soleado,Húmeda,Plano,Recta,1,1,2,Volcamiento,Exceso de velocidad
2023,Antioquia,2023-10-03,Miércoles,Nublado,Seca,Montañoso,Recta,2,0,2,Colisión,Exceso de velocidad
2023,Cundinamarca,2023-04-14,Miércoles,Nublado,Seca,Plano,Recta,1,0,1,Volcamiento,Inexperiencia
2023,Cundinamarca,2023-06-24,Miércoles,Soleado,Húmeda,Plano,Recta,0,1,1,Colisión,Inexperiencia
2023,Cundinamarca,2023-09-25,Sábado,Nublado,Húmeda,Montañoso,Curva,0,0,0,Colisión,Inexperiencia
2023,Santander,2023-04-06,Sábado,Soleado,Húmeda,Plano,Curva,0,0,0,Colisión,Exceso de velocidad
2023,Cundinamarca,2023-06-09,Domingo,Soleado,Húmeda,Plano,Recta,0,0,0,Volcamiento,Inexperiencia
2023,Córdoba,2023-07-15,Lunes,Soleado,Seca,Plano,Curva,1,1,2,Volcamiento,Exceso de velocidad
2023,Antioquia,2023-05-25,Jueves,Nublado,Seca,Plano,Curva,0,0,0,Volcamiento,Inexperiencia
2023,Antioquia,2023-06-23,Jueves,Lluvia,Seca,Montañoso,Curva,0,0,0,Volcamiento,Inexperiencia
2023,Córdoba,2023-01-20,Lunes,Lluvia,Seca,Plano,Recta,1,0,1,Atropello,Exceso de velocidad
2023,Córdoba,2023-04-20,Martes,Lluvia,Húmeda,Plano,Recta,2,0,2,Atropello,No mantener distancia
2023,Córdoba,2023-04-13,Jueves,Soleado,Seca,Montañoso,Recta,1,0,1,Colisión,Exceso de velocidad
2023,Boyacá,2023-02-11,Domingo,Lluvia,Húmeda,Plano,Curva,0,0,0,Volcamiento,Exceso de velocidad
2023,Antioquia,2023-07-10,Viernes,Soleado,Húmeda,Plano,Curva,0,0,0,Colisión,Inexperiencia
2023,Santander,2023-04-18,Domingo,Soleado,Húmeda,Montañoso,Curva,2,0,2,Atropello,No mantener distancia
2023,Antioquia,2023-02-06,Martes,Lluvia,Seca,Plano,Curva,0,1,1,Volcamiento,Exceso de velocidad
2023,Boyacá,2023-03-12,Jueves,Nublado,Húmeda,Montañoso,Curva,1,0,1,Atropello,No mantener distancia
2023,Cundinamarca,2023-08-09,Martes,Soleado,Húmeda,Montañoso,Curva,0,0,0,Colisión,No mantener distancia
2023,Antioquia,2023-08-25,Lunes,Lluvia,Húmeda,Plano,Recta,0,1,1,Volcamiento,Exceso de velocidad
2023,Córdoba,2023-08-20,Domingo,Lluvia,Seca,Plano,Recta,1,0,1,Volcamiento,Inexperiencia
2023,Boyacá,2023-12-22,Sábado,Soleado,Seca,Plano,Recta,0,0,0,Atropello,No mantener distancia
2023,Santander,2023-08-02,Lunes,Soleado,Húmeda,Plano,Recta,0,0,0,Volcamiento,Exceso de velocidad
2023,Cundinamarca,2023-06-21,Domingo,Soleado,Húmeda,Montañoso,Recta,1,0,1,Colisión,No mantener distancia
2023,Antioquia,2023-01-14,Viernes,Lluvia,Seca,Plano,Recta,0,0,0,Colisión,Exceso de velocidad
2023,Cundinamarca,2023-10-08,Domingo,Nublado,Seca,Montañoso,Curva,0,0,0,Colisión,Inexperiencia
2023,Antioquia,2023-07-20,Martes,Nublado,Húmeda,Plano,Curva,2,0,2,Volcamiento,Exceso de velocidad
2023,Santander,2023-01-22,Jueves,Lluvia,Seca,Montañoso,Curva,1,1,2,Colisión,Exceso de velocidad
2023,Córdoba,2023-04-02,Martes,Soleado,Húmeda,Montañoso,Recta,1,0,1,Colisión,No mantener distancia
2023,Boyacá,2023-06-18,Miércoles,Lluvia,Húmeda,Plano,Recta,1,0,1,Atropello,Inexperiencia
2023,Boyacá,2023-01-21,Viernes,Nublado,Húmeda,Plano,Curva,0,0,0,Volcamiento,Exceso de velocidad
2023,Córdoba,2023-03-24,Lunes,Lluvia,Seca,Plano,Recta,1,0,1,Volcamiento,Exceso de velocidad
2023,Antioquia,2023-01-08,Martes,Soleado,Seca,Montañoso,Curva,0,0,0,Volcamiento,Exceso de velocidad
2023,Córdoba,2023-11-09,Sábado,Nublado,Húmeda,Montañoso,Recta,0,0,0,Atropello,Exceso de velocidad
2023,Antioquia,2023-03-03,Viernes,Soleado,Seca,Montañoso,Curva,0,0,0,Atropello,Exceso de velocidad
2023,Córdoba,2023-04-22,Sábado,Nublado,Seca,Plano,Curva,0,0,0,Colisión,No mantener distancia
2023,Cundinamarca,2023-10-06,Martes,Lluvia,Seca,Plano,Curva,2,0,2,Volcamiento,Exceso de velocidad
2023,Boyacá,2023-10-09,Jueves,Nublado,Seca,Plano,Recta,1,0,1,Volcamiento,No mantener distancia
2023,Boyacá,2023-10-02,Sábado,Soleado,Seca,Plano,Recta,1,0,1,Volcamiento,Inexperiencia
2023,Antioquia,2023-09-19,Sábado,Lluvia,Húmeda,Montañoso,Recta,1,0,1,Colisión,Exceso de velocidad
2023,Córdoba,2023-07-20,Domingo,Nublado,Seca,Plano,Recta,2,1,3,Atropello,No mantener distancia
2023,Córdoba,2023-03-08,Martes,Soleado,Húmeda,Montañoso,Recta,1,0,1,Volcamiento,Exceso de velocidad
2023,Cundinamarca,2023-02-24,Lunes,Nublado,Húmeda,Montañoso,Recta,2,0,2,Volcamiento,No mantener distancia
2023,Córdoba,2023-05-13,Lunes,Lluvia,Húmeda,Montañoso,Recta,1,0,1,Atropello,Inexperiencia
2023,Antioquia,2023-06-02,Martes,Nublado,Húmeda,Montañoso,Recta,1,0,1,Colisión,Inexperiencia
2023,Boyacá,2023-05-10,Lunes,Soleado,Húmeda,Plano,Recta,1,0,1,Volcamiento,Exceso de velocidad
2023,Santander,2023-11-04,Viernes,Soleado,Húmeda,Plano,Curva,0,0,0,Volcamiento,Exceso de velocidad
2023,Córdoba,2023-02-09,Domingo,Soleado,Seca,Plano,Recta,1,0,1,Volcamiento,No mantener distancia
2023,Boyacá,2023-04-10,Miércoles,Lluvia,Seca,Montañoso,Curva,1,0,1,Colisión,Inexperiencia
2023,Córdoba,2023-08-10,Lunes,Soleado,Seca,Montañoso,Recta,3,0,3,Colisión,Exceso de velocidad
2023,Antioquia,2023-09-08,Jueves,Lluvia,Húmeda,Montañoso,Curva,0,0,0,Volcamiento,Exceso de velocidad
2023,Boyacá,2023-11-27,Viernes,Soleado,Seca,Montañoso,Curva,1,0,1,Atropello,Exceso de velocidad
2023,Córdoba,2023-10-05,Viernes,Lluvia,Húmeda,Plano,Recta,2,0,2,Colisión,Inexperiencia
2023,Santander,2023-10-04,Martes,Nublado,Seca,Plano,Curva,0,0,0,Colisión,Inexperiencia
2023,Boyacá,2023-06-27,Viernes,Soleado,Húmeda,Plano,Recta,1,0,1,Colisión,Inexperiencia
2023,Santander,2023-04-28,Martes,Nublado,Húmeda,Montañoso,Recta,0,0,0,Volcamiento,No mantener distancia
2023,Cundinamarca,2023-12-19,Lunes,Lluvia,Seca,Plano,Recta,0,0,0,Atropello,Inexperiencia
2023,Cundinamarca,2023-04-04,Domingo,Soleado,Húmeda,Plano,Curva,1,0,1,Atropello,No mantener distancia
2023,Cundinamarca,2023-05-26,Sábado,Soleado,Seca,Montañoso,Curva,1,0,1,Atropello,No mantener distancia
2023,Boyacá,2023-09-19,Viernes,Nublado,Seca,Plano,Curva,2,0,2,Colisión,Exceso de velocidad
2023,Boyacá,2023-09-10,Sábado,Soleado,Seca,Montañoso,Recta,0,0,0,Colisión,No mantener distancia
2023,Córdoba,2023-08-18,Sábado,Lluvia,Húmeda,Montañoso,Curva,0,0,0,Atropello,No mantener distancia
2023,Santander,2023-02-14,Domingo,Lluvia,Húmeda,Montañoso,Recta,1,0,1,Colisión,Inexperiencia
2023,Boyacá,2023-07-06,Domingo,Nublado,Húmeda,Plano,Recta,0,0,0,Atropello,No mantener distancia
2023,Córdoba,2023-05-15,Lunes,Lluvia,Húmeda,Plano,Recta,0,0,0,Volcamiento,Inexperiencia
2023,Santander,2023-12-25,Domingo,Lluvia,Húmeda,Montañoso,Curva,0,0,0,Volcamiento,Exceso de velocidad
2023,Boyacá,2023-03-14,Domingo,Nublado,Húmeda,Plano,Recta,1,0,1,Atropello,Exceso de velocidad
2023,Córdoba,2023-06-19,Lunes,Nublado,Húmeda,Montañoso,Recta,0,0,0,Colisión,No mantener distancia
2023,Antioquia,2023-12-06,Martes,Soleado,Seca,Plano,Curva,0,0,0,Atropello,Exceso de velocidad
2023,Santander,2023-02-02,Sábado,Nublado,Húmeda,Plano,Curva,1,1,2,Colisión,No mantener distancia
2023,Antioquia,2023-11-02,Miércoles,Soleado,Húmeda,Plano,Recta,0,1,1,Volcamiento,Exceso de velocidad
2023,Boyacá,2023-09-07,Jueves,Nublado,Húmeda,Plano,Curva,0,0,0,Volcamiento,No mantener distancia
2023,Antioquia,2023-04-25,Jueves,Nublado,Húmeda,Montañoso,Curva,0,0,0,Atropello,Inexperiencia
2023,Santander,2023-06-07,Martes,Lluvia,Seca,Plano,Recta,0,1,1,Colisión,Exceso de velocidad
2023,Boyacá,2023-11-20,Viernes,Nublado,Seca,Montañoso,Recta,0,0,0,Colisión,Exceso de velocidad
2023,Antioquia,2023-06-09,Miércoles,Nublado,Seca,Plano,Recta,1,0,1,Colisión,No mantener distancia
2023,Santander,2023-10-12,Miércoles,Nublado,Seca,Montañoso,Recta,0,0,0,Volcamiento,Inexperiencia
2023,Cundinamarca,2023-10-16,Miércoles,Nublado,Seca,Montañoso,Curva,1,0,1,Atropello,Exceso de velocidad
2023,Cundinamarca,2023-06-16,Jueves,Soleado,Seca,Plano,Recta,2,0,2,Colisión,No mantener distancia
2023,Córdoba,2023-11-23,Sábado,Nublado,Húmeda,Plano,Recta,0,0,0,Volcamiento,Exceso de velocidad
2023,Córdoba,2023-03-04,Viernes,Nublado,Húmeda,Montañoso,Curva,0,0,0,Colisión,Exceso de velocidad
2023,Antioquia,2023-03-01,Domingo,Soleado,Seca,Montañoso,Curva,0,0,0,Atropello,No mantener distancia
2023,Córdoba,2023-11-18,Viernes,Soleado,Húmeda,Montañoso,Recta,1,0,1,Atropello,No mantener distancia
2023,Antioquia,2023-11-10,Jueves,Lluvia,Húmeda,Montañoso,Curva,0,0,0,Atropello,Exceso de velocidad
2023,Antioquia,2023-03-22,Viernes,Nublado,Húmeda,Montañoso,Recta,0,0,0,Volcamiento,Inexperiencia
2023,Boyacá,2023-05-11,Viernes,Soleado,Seca,Plano,Recta,0,0,0,Volcamiento,Exceso de velocidad
2023,Cundinamarca,2023-03-02,Lunes,Lluvia,Húmeda,Plano,Recta,0,0,0,Colisión,No mantener distancia
